Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MSSubClass_target_enc,MSZoning_target_enc,Neighborhood_target_enc,Condition1_target_enc,Condition2_target_enc,BldgType_target_enc,HouseStyle_target_enc,RoofStyle_target_enc,Exterior1st_target_enc,Exterior2nd_target_enc,Foundation_target_enc,SaleType_target_enc,SaleCondition_target_enc,Street_target_enc,LotConfig_target_enc,LandSlope_target_enc,Functional_target_enc,MasVnrType_target_enc,GarageType_target_enc,CentralAir_N,CentralAir_Y,PavedDrive_N,PavedDrive_P,PavedDrive_Y,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Utilities_AllPub,Utilities_NoSeWa,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall
24,120,RM,44.0,4224,Pave,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976-01-01,1976-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,3,3,PConc,4,3,,840,,0,200,1040,3,1060,0,0,1060,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1976-01-01,Unf,2,572,3,3,100,110,0,0,0,0,0,6,2007-01-01,WD,Normal,129900,11.77452020265869,200818.92999765094,126569.88061237283,118168.53373854829,182263.7779857168,179405.30470883314,184797.20144141,175003.29920658065,171099.37434907316,221661.94874618275,226047.36541284944,222006.88135099763,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,20,RL,71.0,8246,Pave,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968-01-01,2001-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,4,CBlock,3,3,,188,,668,204,1060,5,1060,0,0,1060,1,0,1,0,3,1,4,6,Typ,1,3,Attchd,1968-01-01,Unf,1,270,3,3,406,90,0,0,0,0,0,5,2010-01-01,WD,Normal,154000,11.944707881395766,183483.42335687473,187587.31645068835,140403.04096478663,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,176508.21654094782,169048.1253686738,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
26,20,RL,110.0,14230,Pave,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4,3,,0,,0,1566,1566,5,1600,0,0,1600,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,2007-01-01,RFn,3,890,3,3,0,56,0,0,0,0,0,7,2009-01-01,WD,Normal,256300,12.454103912352162,182466.04765618738,187497.16578693656,309315.89905963704,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,168960.11396163498,215087.49394043538,215639.7293194377,221947.83308264182,168800.81863802517,170744.766171846,177930.18077380542,179588.35526481533,177502.68903864766,180645.18653429346,265407.05378462886,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
27,20,RL,60.0,7200,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951-01-01,2000-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,,234,,486,180,900,3,900,0,0,900,0,1,1,0,3,1,4,5,Typ,0,4,Detchd,2005-01-01,Unf,2,576,3,3,222,32,0,0,0,0,0,5,2010-01-01,WD,Normal,134800,11.811547477460344,183220.12629763645,188117.14266198743,146812.37314815892,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,141234.632025789,143512.06765827496,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,178094.36975756896,177562.818510861,180395.79248117236,169635.87309320696,131681.9093723326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
28,20,RL,98.0,11478,Pave,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,,1218,,0,486,1704,5,1704,0,0,1704,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,2008-01-01,RFn,3,772,3,3,0,50,0,0,0,0,0,5,2010-01-01,WD,Normal,306000,12.631340380934517,182466.04765618738,187497.16578693656,309315.89905963704,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,168960.11396163498,215087.49394043538,215639.7293194377,221947.83308264182,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,265407.05378462886,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
29,20,RL,47.0,16321,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957-01-01,1997-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,,1277,,0,207,1484,3,1600,0,0,1600,1,0,1,0,2,1,3,6,Typ,2,4,Attchd,1957-01-01,RFn,1,319,3,3,288,258,0,0,0,0,0,12,2006-01-01,WD,Normal,207500,12.24288661865289,182466.04765618738,187497.16578693656,144825.90905976115,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,168960.11396163498,146765.00308466723,147461.2604667647,147213.0388465542,168800.81863802517,170744.766171846,177930.18077380542,205701.67386422365,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
30,30,RM,60.0,6324,Pave,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,BrkTil,3,3,,0,,0,520,520,2,520,0,0,520,0,0,1,0,1,1,2,4,Typ,0,4,Detchd,1920-01-01,Unf,1,240,2,3,49,0,87,0,0,0,0,5,2008-01-01,WD,Normal,68500,11.134589024250317,104328.52749672809,126569.88061237283,127901.58977370606,143148.68999722382,177639.30796335448,183417.4467719586,175003.29920658065,171099.37434907316,152630.9203539454,152970.63578202875,128261.75945287975,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,134839.8474490496,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
31,70,C (all),50.0,8500,Pave,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920-01-01,1950-01-01,Gambrel,CompShg,BrkFace,BrkFace,BrkFace,0.0,3,2,BrkTil,3,3,,0,,0,649,649,3,649,668,0,1317,0,0,1,0,3,1,3,6,Typ,0,4,Detchd,1920-01-01,Unf,1,250,3,2,0,54,172,0,0,0,0,7,2008-01-01,WD,Normal,40000,10.596634733096073,174938.83079633545,128457.65398167726,114241.17870376685,143148.68999722382,179405.30470883314,183417.4467719586,208676.52511710813,161799.71165139772,189805.4594393548,190118.88284841774,128261.75945287975,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,134839.8474490496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
32,20,RL,71.0,8544,Pave,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966-01-01,2006-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,,0,,0,1228,1228,4,1228,0,0,1228,0,0,1,1,3,1,4,6,Typ,0,4,Attchd,1966-01-01,Unf,1,271,3,3,0,65,0,0,0,0,0,6,2008-01-01,WD,Normal,149350,11.914047823644255,182388.8759624519,188357.71550418506,137994.26253677416,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,160126.80308466725,162907.61067372252,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,210520.68640790734,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
33,20,RL,85.0,11049,Pave,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5,3,,0,,0,1234,1234,5,1234,0,0,1234,0,0,2,0,3,1,4,7,Typ,0,4,Attchd,2007-01-01,RFn,2,484,3,3,0,30,0,0,0,0,0,1,2008-01-01,WD,Normal,179900,12.100156419938624,182388.8759624519,188357.71550418506,199143.01953705208,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,212305.49422492197,212930.83103073566,222006.88135099763,170721.19331306903,172746.2781777243,179330.3939611063,175996.14066579417,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
34,20,RL,70.0,10552,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959-01-01,1959-01-01,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,,1018,,0,380,1398,4,1700,0,0,1700,0,1,1,1,4,1,4,6,Typ,1,4,Attchd,1959-01-01,RFn,2,447,3,3,0,38,0,0,0,0,0,4,2010-01-01,WD,Normal,165500,12.016726473799254,182466.04765618738,187497.16578693656,144825.90905976115,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,211599.54346241028,183723.78499583574,175415.7518098533,147213.0388465542,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35,120,RL,60.0,7313,Pave,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005-01-01,2005-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,5,3,PConc,5,3,,1153,,0,408,1561,5,1561,0,0,1561,1,0,2,0,2,1,5,6,Typ,1,4,Attchd,2005-01-01,Fin,2,556,3,3,203,47,0,0,0,0,0,8,2007-01-01,WD,Normal,277500,12.533576212168626,201987.54281432074,188117.14266198743,298395.18612607697,182390.85289187043,178583.60913411377,182545.26884017655,174792.93454186135,210036.3576626952,151042.40629733022,151961.00308466726,220233.78524049473,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
36,60,RL,108.0,13418,Pave,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,4,3,PConc,5,3,,0,,0,1117,1117,5,1132,1320,0,2452,0,0,3,1,4,1,4,9,Typ,1,4,BuiltIn,2004-01-01,Fin,3,691,3,3,113,32,0,0,0,0,0,9,2006-01-01,WD,Normal,309000,12.641096555879882,231856.49381278295,187587.31645068835,301127.32602883765,180900.2161334178,177743.40189196885,182050.89910022676,203277.04698811582,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,258238.6398059305,246810.20999752393,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
37,20,RL,112.0,10859,Pave,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994-01-01,1995-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,,0,,0,1097,1097,5,1097,0,0,1097,0,0,1,1,3,1,3,6,Typ,0,4,Attchd,1995-01-01,Unf,2,672,3,3,392,64,0,0,0,0,0,6,2009-01-01,WD,Normal,145000,11.884489021402711,183483.42335687473,187587.31645068835,198674.86569089824,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,171701.92048220665,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
38,20,RL,74.0,8532,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954-01-01,1990-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,3,3,CBlock,3,3,,1213,,0,84,1297,4,1297,0,0,1297,0,1,1,0,3,1,3,5,Typ,1,3,Attchd,1954-01-01,Fin,2,498,3,3,0,0,0,0,0,0,0,10,2009-01-01,WD,Normal,153000,11.938193200374572,183220.12629763645,188117.14266198743,146812.37314815892,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,210036.3576626952,141234.632025789,143512.06765827496,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
39,20,RL,68.0,7922,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,4,CBlock,3,3,,731,,0,326,1057,3,1057,0,0,1057,1,0,1,0,3,1,4,5,Typ,0,4,Detchd,1953-01-01,Unf,1,246,3,3,0,52,0,0,0,0,0,1,2010-01-01,WD,Abnorml,109000,11.59910316121128,183483.42335687473,187587.31645068835,147869.98077675982,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,149705.90633027573,169942.19953516845,139079.4402387563,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,132928.52869783103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
40,90,RL,65.0,6040,Pave,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955-01-01,1955-01-01,Gable,CompShg,AsbShng,Plywood,BrkFace,0.0,3,3,PConc,0,0,,0,,0,0,0,3,1152,0,0,1152,0,0,2,0,2,2,2,6,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,0,0,0,0,0,0,6,2008-01-01,WD,AdjLand,82000,11.314474526246391,138138.85317765392,185758.4611984648,130706.2992660582,179333.25920551605,176587.7967580308,138138.85317765392,173714.85834474783,167806.2815054121,125947.97808651297,167946.97897279292,218004.40229801767,169431.7229251908,163099.50568811037,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,108907.75843463707,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,20,RL,84.0,8658,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965-01-01,1965-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3,3,,643,,0,445,1088,5,1324,0,0,1324,0,0,2,0,3,1,3,6,Typ,1,3,Attchd,1965-01-01,RFn,2,440,3,3,0,138,0,0,0,0,0,12,2006-01-01,WD,Abnorml,160000,11.982929094215963,183220.12629763645,188117.14266198743,146812.37314815892,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,141234.632025789,143512.06765827496,147693.47573999345,170439.80277871882,144863.6812026117,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
42,20,RL,115.0,16905,Pave,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959-01-01,1959-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,4,CBlock,3,3,,967,,0,383,1350,4,1328,0,0,1328,0,1,1,1,2,1,3,5,Typ,2,4,Attchd,1959-01-01,RFn,1,308,3,3,0,104,0,0,0,0,0,7,2007-01-01,WD,Normal,170000,12.043553716032399,183483.42335687473,187587.31645068835,218238.27547796041,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
43,85,RL,66.5,9180,Pave,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983-01-01,1983-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,4,3,,747,,93,0,840,4,884,0,0,884,1,0,1,0,2,1,4,5,Typ,0,4,Attchd,1983-01-01,RFn,2,504,3,4,240,0,0,0,0,0,0,12,2007-01-01,WD,Normal,144000,11.877568578558138,153185.54951508442,187587.31645068835,184228.61079633542,180900.2161334178,177743.40189196885,182050.89910022676,140605.8345399022,170119.89785772323,160793.98033986802,164293.53987693152,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,214848.24719755698,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
44,20,RL,70.0,9200,Pave,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975-01-01,1980-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,4,3,,280,,491,167,938,3,938,0,0,938,1,0,1,0,3,1,3,5,Typ,0,4,Detchd,1977-01-01,Unf,1,308,3,3,145,0,0,0,0,0,0,7,2008-01-01,WD,Normal,130250,11.777210959615614,182388.8759624519,188357.71550418506,199143.01953705208,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,211941.57900818367,212305.49422492197,212930.83103073566,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,210520.68640790734,178618.96630297299,181868.28137588763,170856.7826262809,134839.8474490496,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
45,20,RL,70.0,7945,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959-01-01,1959-01-01,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,,179,,506,465,1150,5,1150,0,0,1150,1,0,1,0,3,1,3,6,Typ,0,4,Attchd,1959-01-01,RFn,1,300,3,3,0,0,0,0,0,0,0,5,2006-01-01,WD,Normal,141000,11.856515169360305,182388.8759624519,188357.71550418506,145089.99745755122,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,189805.4594393548,144846.6989391839,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,120,RL,61.0,7658,Pave,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005-01-01,2005-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5,3,,456,,0,1296,1752,5,1752,0,0,1752,1,0,2,0,2,1,5,6,Typ,1,4,Attchd,2005-01-01,RFn,2,576,3,3,196,82,0,0,0,0,0,2,2010-01-01,WD,Normal,319900,12.675763725937609,200260.48719755697,187497.16578693656,309315.89905963704,181854.0157285595,178286.82894767178,182091.12666481588,173896.57234662716,211599.54346241028,146765.00308466723,147461.2604667647,221947.83308264182,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
47,50,RL,48.0,12822,Pave,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5,3,,1351,,0,83,1434,5,1518,631,0,2149,1,0,1,1,1,1,4,6,Typ,1,5,Attchd,2003-01-01,RFn,2,670,3,3,168,43,0,0,198,0,0,8,2009-01-01,WD,Abnorml,239686,12.387085012375499,143514.61725658685,187587.31645068835,158052.54052149403,180900.2161334178,177743.40189196885,182050.89910022676,142207.84914586644,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,139079.4402387563,177321.89317486083,214848.24719755698,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
48,20,FV,84.0,11096,Pave,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,,24,,0,1632,1656,5,1656,0,0,1656,0,0,2,0,3,1,4,7,Typ,0,4,Attchd,2006-01-01,RFn,3,826,3,3,0,146,0,0,0,0,0,7,2007-01-01,WD,Normal,249700,12.428015476267865,182466.04765618738,211173.15526939585,223318.84301118867,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,168960.11396163498,215087.49394043538,215639.7293194377,221947.83308264182,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
